Year,Player,Team,Position,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
2018,David Warsofsky,COL,D,28,5/30/90,Marshfield,MA,USA,USA,69,170,2008,STL,4,4,95
2018,Dean Kukan,CBJ,D,25,7/8/93,Volketswil,,CHE,CHE,74,186,-,-,-,-,-
2018,Denis Malgin,FLA,C,22,1/18/97,Olten,,CHE,CHE,69,177,2015,FLA,4,11,102
2018,Dennis Rasmussen,ANA,C,28,7/3/90,Vasteras,,SWE,SWE,75,192,-,-,-,-,-
2018,Dennis Seidenberg,NYI,D,37,7/18/81,Schwenningen,,DEU,DEU,72,199,2001,PHI,6,7,172
2018,Derek Dorsett,VAN,R,32,12/20/86,Kindersley,SK,CAN,CAN,72,192,2006,CBJ,7,6,189
2018,Derek Forbort,L.A,D,26,3/4/92,Duluth,MN,USA,USA,76,219,2010,L.A,1,15,15
2018,Derek Grant,ANA,C,28,4/20/90,Abbotsford,BC,CAN,CAN,75,215,2008,OTT,4,28,119
2018,Derek MacKenzie,FLA,C,37,6/11/81,Sudbury,ON,CAN,CAN,71,177,1999,ATL,5,2,128
2018,Derek Ryan,CAR,C,32,12/29/86,Spokane,WA,USA,USA,71,185,-,-,-,-,-
2018,Derek Stepan,ARI,C,28,6/18/90,Hastings,MN,USA,USA,72,196,2008,NYR,2,21,51
2018,Derick Brassard,"OTT, PIT",C,31,9/22/87,Hull,QC,CAN,CAN,73,202,2006,CBJ,1,6,6
2018,Derrick Pouliot,VAN,D,25,1/16/94,Estevan,SK,CAN,CAN,72,196,2012,PIT,1,8,8
2018,Deryk Engelland,VGK,D,36,4/3/82,Edmonton,AB,CAN,CAN,74,214,2000,N.J,6,27,194
2018,Devante Smith-Pelly,WSH,R,26,6/14/92,Scarborough,ON,CAN,CAN,72,223,2010,ANA,2,12,42
2018,Devin Shore,DAL,C,24,7/19/94,Ajax,ON,CAN,CAN,72,205,2012,DAL,2,31,61
2018,Dillon Heatherington,DAL,D,23,5/9/95,Calgary,AB,CAN,CAN,76,225,2013,CBJ,2,20,50
2018,Dion Phaneuf,"L.A, OTT",D,33,4/10/85,Edmonton,AB,CAN,CAN,75,222,2003,CGY,1,9,9
2018,Dmitrij Jaskin,STL,R,25,3/23/93,Omsk,,RUS,CZE,74,216,2011,STL,2,11,41
2018,Dmitry Kulikov,WPG,D,28,10/29/90,Lipetsk,,RUS,RUS,73,204,2009,FLA,1,14,14
2018,Dmitry Orlov,WSH,D,27,7/23/91,Novokuznetsk,,RUS,RUS,71,212,2009,WSH,2,25,55
2018,Dominic Moore,TOR,C,38,8/3/80,Thornhill,ON,CAN,CAN,72,192,2000,NYR,3,30,95
2018,Dominic Toninato,COL,C,24,3/9/94,Duluth,MN,USA,USA,74,200,2012,TOR,5,5,126
2018,Dominic Turgeon,DET,C,22,2/25/96,Pointe-Claire,QC,CAN,CAN,74,200,2014,DET,3,3,63
2018,Dominik Simon,PIT,C,24,8/8/94,Prague,,CZE,CZE,71,190,2015,PIT,5,16,137
2018,Dougie Hamilton,CGY,D,25,6/17/93,Toronto,ON,CAN,CAN,78,229,2011,BOS,1,9,9
2018,Drake Caggiula,EDM,L,24,6/20/94,Pickering,ON,CAN,CAN,70,176,-,-,-,-,-
2018,Drew Doughty,L.A,D,29,12/8/89,London,ON,CAN,CAN,73,202,2008,L.A,1,2,2
2018,Drew Stafford,N.J,R,33,10/30/85,Milwaukee,WI,USA,USA,74,215,2004,BUF,1,13,13
2018,Dryden Hunt,FLA,L,23,11/24/95,Cranbrook,BC,CAN,CAN,72,191,-,-,-,-,-
2018,Duncan Keith,CHI,D,35,7/16/83,Winnipeg,MB,CAN,CAN,73,192,2002,CHI,2,24,54
2018,Duncan Siemens,COL,D,25,9/7/93,Edmonton,AB,CAN,CAN,75,210,2011,COL,1,11,11
2018,Dustin Brown,L.A,R,34,11/4/84,Ithaca,NY,USA,USA,72,210,2003,L.A,1,13,13
2018,Dustin Byfuglien,WPG,D,33,3/27/85,Roseau,MN,USA,USA,77,260,2003,CHI,8,16,245
2018,Dylan DeMelo,S.J,D,25,5/1/93,London,ON,CAN,CAN,73,195,2011,S.J,6,28,179
2018,Dylan Gambrell,S.J,C,22,8/26/96,Bonney Lake,WA,USA,USA,72,195,2016,S.J,2,30,60
2018,Dylan Larkin,DET,C,22,7/30/96,Waterford,MI,USA,USA,73,198,2014,DET,1,15,15
2018,Dylan Sikura,CHI,R,23,6/1/95,Aurora,ON,CAN,CAN,71,166,2014,CHI,6,28,178
2018,Dylan Strome,ARI,C,21,3/7/97,Mississauga,ON,CAN,CAN,75,200,2015,ARI,1,3,3
2018,Eeli Tolvanen,NSH,R,19,4/22/99,Vihti,,FIN,FIN,70,191,2017,NSH,1,30,30
2018,Elias Lindholm,CAR,C,24,12/2/94,Boden,,SWE,SWE,73,195,2013,CAR,1,5,5
2018,Eric Fehr,"S.J, TOR",C,33,9/7/85,Winkler,MB,CAN,CAN,76,209,2003,WSH,1,18,18
2018,Eric Gryba,EDM,D,30,4/14/88,Saskatoon,SK,CAN,CAN,76,222,2006,OTT,3,5,68
2018,Eric Robinson,CBJ,L,23,6/14/95,BELLMAWR,NJ,USA,USA,74,200,-,-,-,-,-
2018,Eric Staal,MIN,C,34,10/29/84,Thunder Bay,ON,CAN,CAN,76,207,2003,CAR,1,2,2
2018,Erik Burgdoerfer,OTT,D,30,12/11/88,Abington,PA,USA,USA,73,207,-,-,-,-,-
2018,Erik Gudbranson,VAN,D,27,1/7/92,Ottawa,ON,CAN,CAN,77,217,2010,FLA,1,3,3
2018,Erik Gustafsson,CHI,D,26,3/14/92,Nynashamn,,SWE,SWE,72,197,2012,EDM,4,2,93
2018,Erik Haula,VGK,L,27,3/23/91,Pori,,FIN,FIN,72,193,2009,MIN,7,1,182
2018,Erik Johnson,COL,D,30,3/21/88,Bloomington,MN,USA,USA,76,225,2006,STL,1,1,1
2018,Erik Karlsson,OTT,D,28,5/31/90,Landsbro,,SWE,SWE,72,190,2008,OTT,1,15,15
2018,Esa Lindell,DAL,D,24,5/23/94,Vantaa,,FIN,FIN,75,215,2012,DAL,3,13,74
2018,Ethan Bear,EDM,D,21,6/26/97,Regina,SK,CAN,CAN,71,197,2015,EDM,5,3,124
2018,Evan Rodrigues,BUF,L,25,7/28/93,Toronto,ON,CAN,CAN,71,176,-,-,-,-,-
2018,Evander Kane,"BUF, S.J",L,27,8/2/91,Vancouver,BC,CAN,CAN,74,210,2009,ATL,1,4,4
2018,Evgeni Malkin,PIT,C,32,7/31/86,Magnitogorsk,,RUS,RUS,75,195,2004,PIT,1,2,2
2018,Evgenii Dadonov,FLA,R,29,3/12/89,Chelyabinsk,,RUS,RUS,71,185,2007,FLA,3,10,71
2018,Evgeny Kuznetsov,WSH,C,26,5/19/92,Chelyabinsk,,RUS,RUS,74,204,2010,WSH,1,26,26
2018,Evgeny Svechnikov,DET,R,22,10/31/96,Yuzhno-Sakhalinsk,,RUS,RUS,75,212,2015,DET,1,19,19
2018,Filip Chlapik,OTT,C,21,6/3/97,Prague,,CZE,CZE,73,196,2015,OTT,2,18,48
2018,Filip Chytil,NYR,C,19,9/5/99,Kromeriz,,CZE,CZE,74,208,2017,NYR,1,21,21
2018,Filip Forsberg,NSH,L,24,8/13/94,Ostervala,,SWE,SWE,73,205,2012,WSH,1,11,11
2018,Francois Beauchemin,ANA,D,38,6/4/80,Sorel,QC,CAN,CAN,71,208,1998,MTL,3,17,75
2018,Frank Corrado,PIT,D,25,3/26/93,Toronto,ON,CAN,CAN,72,205,2011,VAN,5,29,150
2018,Frank Vatrano,"BOS, FLA",C,24,3/14/94,East Longmeadow,MA,USA,USA,69,201,-,-,-,-,-
2018,Frans Nielsen,DET,C,34,4/24/84,Herning,,DNK,DNK,73,188,2002,NYI,3,24,87
2018,Freddie Hamilton,"ARI, CGY",C,27,1/1/92,Toronto,ON,CAN,CAN,73,195,2010,S.J,5,9,129
2018,Frederick Gaudreau,NSH,C,25,5/1/93,Bromont,QC,CAN,CAN,72,179,-,-,-,-,-
2018,Frederik Gauthier,TOR,C,23,4/26/95,Laval,QC,CAN,CAN,77,235,2013,TOR,1,21,21
2018,Fredrik Claesson,OTT,D,26,11/24/92,Stockholm,,SWE,SWE,73,196,2011,OTT,5,5,126
2018,Gabriel Bourque,COL,L,28,9/23/90,Rimouski,QC,CAN,CAN,70,206,2009,NSH,5,11,132
2018,Gabriel Carlsson,CBJ,D,22,1/2/97,Orebro,,SWE,SWE,77,192,2015,CBJ,1,29,29
2018,Gabriel Dumont,"OTT, T.B",C,28,10/6/90,Ville Degelis,QC,CAN,CAN,70,190,2009,MTL,5,18,139
2018,Gabriel Landeskog,COL,L,26,11/23/92,Stockholm,,SWE,SWE,73,215,2011,COL,1,2,2
2018,Garnet Hathaway,CGY,R,27,11/23/91,Kennebunkport,ME,USA,USA,74,210,-,-,-,-,-
2018,Gemel Smith,DAL,C,24,4/16/94,Toronto,ON,CAN,CAN,70,195,2012,DAL,4,13,104
2018,Giovanni Fiore,ANA,L,22,8/13/96,Laval,QC,CAN,CAN,73,188,-,-,-,-,-
2018,Greg McKegg,PIT,C,26,6/17/92,St. Thomas,ON,CAN,CAN,72,194,2010,TOR,3,2,62
2018,Greg Pateryn,DAL,D,28,6/20/90,Sterling Heights,MI,USA,USA,75,223,2008,TOR,5,7,128
2018,Gustav Forsling,CHI,D,22,6/12/96,Linkoping,,SWE,SWE,72,186,2014,VAN,5,6,126
2018,Gustav Nyquist,DET,R,29,9/1/89,Halmstad,,SWE,SWE,71,184,2008,DET,4,30,121
2018,Gustav Olofsson,MIN,D,24,12/1/94,Boras,,SWE,SWE,75,194,2013,MIN,2,16,46
2018,Hampus Lindholm,ANA,D,25,1/20/94,Helsingborg,,SWE,SWE,75,211,2012,ANA,1,6,6
2018,Haydn Fleury,CAR,D,22,7/8/96,Carlyle,SK,CAN,CAN,75,208,2014,CAR,1,7,7
2018,Henrik Borgstrom,FLA,C,21,8/6/97,Helsinki,,FIN,FIN,75,190,2016,FLA,1,23,23
2018,Henrik Haapala,FLA,L,24,2/28/94,Lempaala,,FIN,FIN,69,165,-,-,-,-,-
2018,Henrik Sedin,VAN,C,38,9/26/80,Ornskoldsvik,,SWE,SWE,74,183,1999,VAN,1,3,3
2018,Henrik Zetterberg,DET,C,38,10/9/80,Njurunda,,SWE,SWE,72,197,1999,DET,7,24,210
2018,Hudson Fasching,BUF,R,23,7/28/95,Milwaukee,WI,USA,USA,75,188,2013,L.A,4,27,118
2018,Ian Cole,"CBJ, PIT",D,29,2/21/89,Ann Arbor,MI,USA,USA,73,219,2007,STL,1,18,18
2018,Ian McCoshen,FLA,D,23,8/5/95,Anaheim,CA,USA,USA,75,217,2013,FLA,2,1,31
2018,Iiro Pakarinen,EDM,R,27,8/25/91,Loviisa,,FIN,FIN,73,212,2011,FLA,7,3,184
2018,Ivan Barbashev,STL,C,23,12/14/95,Moscow,,RUS,RUS,72,187,2014,STL,2,3,33
2018,Ivan Provorov,PHI,D,22,1/13/97,Yaroslavl,,RUS,RUS,73,201,2015,PHI,1,7,7
2018,J.T. Brown,"ANA, T.B",R,28,7/2/90,Burnsville,MN,USA,USA,70,166,-,-,-,-,-
2018,J.T. Compher,COL,L,23,4/8/95,Northbrook,IL,USA,USA,72,193,2013,BUF,2,5,35
2018,J.T. Miller,"NYR, T.B","C, L",25,3/14/93,East Palestine,OH,USA,USA,73,218,2011,NYR,1,15,15
2018,Jaccob Slavin,CAR,D,24,5/1/94,Denver,CO,USA,USA,75,207,2012,CAR,4,29,120
2018,Jack Eichel,BUF,C,22,10/28/96,North Chelmsford,MA,USA,USA,74,200,2015,BUF,1,2,2
2018,Jack Johnson,CBJ,D,32,1/13/87,Indianapolis,IN,USA,USA,73,227,2005,CAR,1,3,3
2018,Jack Rodewald,OTT,R,24,2/14/94,Calgary,AB,CAN,CAN,74,189,-,-,-,-,-
2018,Jack Roslovic,WPG,C,22,1/29/97,Columbus,OH,USA,USA,73,187,2015,WPG,1,25,25
2018,Jacob De La Rose,MTL,L,23,5/20/95,Arvika,,SWE,SWE,75,216,2013,MTL,2,4,34
2018,Jacob Josefson,BUF,C,27,3/2/91,Stockholm,,SWE,SWE,72,196,2009,N.J,1,20,20
2018,Jacob Trouba,WPG,D,24,2/26/94,Rochester,MI,USA,USA,75,202,2012,WPG,1,9,9
2018,Jaden Schwartz,STL,L,26,6/25/92,Wilcox,SK,CAN,CAN,70,190,2010,STL,1,14,14
2018,Jake DeBrusk,BOS,L,22,10/17/96,Edmonton,AB,CAN,CAN,72,188,2015,BOS,1,14,14
2018,Jake Dotchin,T.B,D,24,3/24/94,Cambridge,ON,CAN,CAN,75,210,2012,T.B,6,10,161
2018,Jake Gardiner,TOR,D,28,7/4/90,Minnetonka,MN,USA,USA,74,203,2008,ANA,1,17,17
2018,Jake Guentzel,PIT,C,24,10/6/94,Omaha,NE,USA,USA,71,180,2013,PIT,3,16,77
2018,Jake McCabe,BUF,D,25,10/12/93,Eau Claire,WI,USA,USA,73,206,2012,BUF,2,14,44
2018,Jake Muzzin,L.A,D,29,2/21/89,Woodstock,ON,CAN,CAN,75,213,2007,PIT,5,20,141
2018,Jake Virtanen,VAN,R,22,8/17/96,New Westminster,BC,CAN,CAN,73,226,2014,VAN,1,6,6
2018,Jakob Chychrun,ARI,D,20,3/31/98,Boca Raton,FL,USA,USA,74,210,2016,ARI,1,16,16
2018,Jakob Silfverberg,ANA,R,28,10/13/90,Gävle,,SWE,SWE,74,204,2009,OTT,2,9,39
2018,Jakub Jerabek,"MTL, WSH",D,27,5/12/91,Pilsen,,CZE,CZE,71,199,-,-,-,-,-
2018,Jakub Voracek,PHI,R,29,8/15/89,Kladno,,CZE,CZE,74,214,2007,CBJ,1,7,7
2018,Jakub Vrana,WSH,L,22,2/28/96,Prague,,CZE,CZE,72,197,2014,WSH,1,13,13
2018,James Neal,VGK,L,31,9/3/87,Whitby,ON,CAN,CAN,74,212,2005,DAL,2,3,33
2018,James van Riemsdyk,TOR,L,29,5/4/89,Middletown,NJ,USA,USA,75,217,2007,PHI,1,2,2
2018,Jamie Benn,DAL,L,29,7/18/89,Victoria,BC,CAN,CAN,74,205,2007,DAL,5,8,129
2018,Jamie McGinn,FLA,L,30,8/5/88,Fergus,ON,CAN,CAN,73,205,2006,S.J,2,6,36
2018,Jamie Oleksiak,"DAL, PIT",D,26,12/21/92,Toronto,ON,CAN,CAN,79,255,2011,DAL,1,14,14
2018,Jan Rutta,CHI,D,28,7/29/90,Písek,,CZE,CZE,75,200,-,-,-,-,-
2018,Janne Kuokkanen,CAR,C,20,5/25/98,Oulunsalo,,FIN,FIN,73,193,2016,CAR,2,13,43
2018,Jannik Hansen,S.J,R,32,3/15/86,Rødovre,,DNK,DNK,73,198,2004,VAN,9,29,287
2018,Jared Boll,ANA,R,32,5/13/86,Charlotte,NC,USA,USA,75,206,2005,CBJ,4,10,101
2018,Jared McCann,FLA,C,22,5/31/96,Stratford,ON,CAN,CAN,73,185,2014,VAN,1,24,24
2018,Jared Spurgeon,MIN,D,29,11/29/89,Edmonton,AB,CAN,CAN,69,167,2008,NYI,6,5,156
2018,Jaromir Jagr,CGY,R,46,2/15/72,Kladno,,CZE,CZE,75,230,1990,PIT,1,5,5
2018,Jason Chimera,"ANA, NYI",L,39,5/2/79,Edmonton,AB,CAN,CAN,75,215,1997,EDM,5,15,121
2018,Jason Demers,ARI,D,30,6/9/88,Dorval,QC,CAN,CAN,73,195,2008,S.J,7,5,186
2018,Jason Dickinson,DAL,C,23,7/4/95,Georgetown,ON,CAN,CAN,74,200,2013,DAL,1,29,29
2018,Jason Garrison,VGK,D,34,11/13/84,White Rock,BC,CAN,CAN,73,218,-,-,-,-,-
2018,Jason Pominville,BUF,R,36,11/30/82,Repentigny,QC,CAN,USA,72,180,2001,BUF,2,25,55
2018,Jason Spezza,DAL,C,35,6/13/83,Toronto,ON,CAN,CAN,75,215,2001,OTT,1,2,2
2018,Jason Zucker,MIN,L,27,1/16/92,Newport Beach,CA,USA,USA,71,183,2010,MIN,2,29,59
2018,Jay Beagle,WSH,C,33,10/16/85,Calgary,AB,CAN,CAN,75,210,-,-,-,-,-
2018,Jay Bouwmeester,STL,D,35,9/27/83,Edmonton,AB,CAN,CAN,76,206,2002,FLA,1,3,3
2018,Jaycob Megna,ANA,D,26,12/10/92,Plantation,FL,USA,USA,78,221,2012,ANA,7,29,210
2018,Jayson Megna,VAN,C,29,2/1/90,Fort Lauderdale,FL,USA,USA,73,195,-,-,-,-,-
2018,Jean-Gabriel Pageau,OTT,C,26,11/11/92,Ottawa,ON,CAN,CAN,70,184,2011,OTT,4,5,96
2018,Jean-Sebastien Dea,PIT,C,24,2/8/94,Laval,QC,CAN,CAN,71,175,-,-,-,-,-
2018,Jeff Carter,L.A,C,34,1/1/85,London,ON,CAN,CAN,75,219,2003,PHI,1,11,11
2018,Jeff Petry,MTL,D,31,12/9/87,Ann Arbor,MI,USA,USA,75,197,2006,EDM,2,15,45
2018,Jeff Skinner,CAR,L,26,5/16/92,Toronto,ON,CAN,CAN,71,187,2010,CAR,1,7,7
2018,Jesper Bratt,N.J,L,20,7/30/98,Stockholm,,SWE,SWE,70,175,2016,N.J,6,11,162
2018,Jesper Fast,NYR,R,27,12/2/91,Nassjo,,SWE,SWE,72,192,2010,NYR,6,7,157
2018,Jesse Puljujarvi,EDM,R,20,5/7/98,Alvkarleby,,SWE,FIN,76,201,2016,EDM,1,4,4
2018,Jim O'Brien,OTT,C,30,1/29/89,Maplewood,MN,USA,USA,75,195,2007,OTT,1,29,29
2018,Jimmy Hayes,N.J,R,29,11/21/89,Dorchester,MA,USA,USA,77,215,2008,TOR,2,30,60
2018,Jimmy Vesey,NYR,L,25,5/26/93,Boston,MA,USA,USA,75,199,2012,NSH,3,5,66
2018,Joakim Nordstrom,CAR,L,26,2/25/92,Stockholm,,SWE,SWE,73,194,2010,CHI,3,30,90
2018,Joakim Ryan,S.J,D,25,6/17/93,Rumson,NJ,USA,USA,71,185,2012,S.J,7,17,198
2018,Joe Hicketts,DET,D,22,5/4/96,Kamloops,BC,CAN,CAN,68,180,-,-,-,-,-
2018,Joe Morrow,"MTL, WPG",D,26,12/9/92,Edmonton,AB,CAN,CAN,72,196,2011,PIT,1,23,23
2018,Joe Pavelski,S.J,C,34,7/11/84,Plover,WI,USA,USA,71,190,2003,S.J,7,8,205
2018,Joe Thornton,S.J,C,39,7/2/79,London,ON,CAN,CAN,76,220,1997,BOS,1,1,1
2018,Joel Armia,WPG,R,25,5/31/93,Pori,,FIN,FIN,75,210,2011,BUF,1,16,16
2018,Joel Edmundson,STL,D,25,6/28/93,Brandon,MB,CAN,CAN,76,215,2011,STL,2,16,46
2018,Joel Eriksson Ek,MIN,C,22,1/29/97,Karlstad,,SWE,SWE,73,208,2015,MIN,1,20,20
2018,Joel Hanley,ARI,D,27,6/8/91,Keswick,ON,CAN,CAN,71,190,-,-,-,-,-
2018,Joel Ward,S.J,R,38,12/2/80,North York,ON,CAN,CAN,73,225,-,-,-,-,-
2018,Johan Larsson,BUF,C,26,7/25/92,Lau,,SWE,SWE,71,202,2010,MIN,2,26,56
2018,John Carlson,WSH,D,29,1/10/90,Natick,MA,USA,USA,75,218,2008,WSH,1,27,27
2018,John Gilmour,NYR,D,25,5/17/93,Montreal,QC,CAN,CAN,72,190,2013,CGY,7,17,198
2018,John Hayden,CHI,R,23,2/14/95,Chicago,IL,USA,USA,75,215,2013,CHI,3,13,74
2018,John Klingberg,DAL,D,26,8/14/92,Gothenburg,,SWE,SWE,74,180,2010,DAL,5,11,131
2018,John Moore,N.J,D,28,11/19/90,Winnetka,IL,USA,USA,74,210,2009,CBJ,1,21,21
2018,John Quenneville,N.J,C,22,4/16/96,Edmonton,AB,CAN,CAN,73,195,2014,N.J,1,30,30
2018,John Tavares,NYI,C,28,9/20/90,Mississauga,ON,CAN,CAN,73,209,2009,NYI,1,1,1
2018,Johnny Boychuk,NYI,D,35,1/19/84,Edmonton,AB,CAN,CAN,74,227,2002,COL,2,31,61
2018,Johnny Gaudreau,CGY,L,25,8/13/93,Salem,NJ,USA,USA,69,165,2011,CGY,4,13,104
2018,Johnny Oduya,"OTT, PHI",D,37,10/1/81,Stockholm,,SWE,SWE,72,191,2001,WSH,7,25,221
2018,Jon Merrill,VGK,D,27,2/3/92,Oklahoma City,OK,USA,USA,75,205,2010,N.J,2,8,38
2018,Jonas Brodin,MIN,D,25,7/12/93,Karlstad,,SWE,SWE,73,198,2011,MIN,1,10,10
2018,Jonathan Drouin,MTL,C,23,3/28/95,Ste-Agathe,QC,CAN,CAN,72,193,2013,T.B,1,3,3
2018,Jonathan Ericsson,DET,D,34,3/2/84,Karlskrona,,SWE,SWE,76,220,2002,DET,9,31,291
2018,Jonathan Huberdeau,FLA,L,25,6/4/93,Saint-Jerome,QC,CAN,CAN,73,200,2011,FLA,1,3,3
2018,Jonathan Marchessault,VGK,C,28,12/27/90,Cap-Rouge,QC,CAN,CAN,69,174,-,-,-,-,-
2018,Jonathan Toews,CHI,C,30,4/29/88,Winnipeg,MB,CAN,CAN,74,201,2006,CHI,1,3,3
2018,Jonny Brodzinski,L.A,C,25,6/19/93,Ham Lake,MN,USA,USA,73,208,2013,L.A,5,27,148
2018,Joonas Donskoi,S.J,R,26,4/13/92,Raahe,,FIN,FIN,72,190,2010,FLA,4,9,99
2018,Jordan Eberle,NYI,C,28,5/15/90,Regina,SK,CAN,CAN,71,187,2008,EDM,1,22,22
2018,Jordan Greenway,MIN,L,21,2/16/97,Canton,NY,USA,USA,78,227,2015,MIN,2,20,50
2018,Jordan Martinook,ARI,L,26,7/25/92,Brandon,MB,CAN,CAN,72,196,2012,PHX,2,28,58
2018,Jordan Nolan,BUF,C,29,6/23/89,"Garden River, First Nations",ON,CAN,CAN,75,219,2009,L.A,7,5,186
2018,Jordan Oesterle,CHI,D,26,6/25/92,Dearborn Heights,MI,USA,USA,72,182,-,-,-,-,-
2018,Jordan Schmaltz,STL,D,25,10/8/93,Madison,WI,USA,USA,74,190,2012,STL,1,25,25
2018,Jordan Schroeder,CBJ,L,28,9/29/90,Lakeville,MN,USA,USA,69,170,2009,VAN,1,22,22
2018,Jordan Staal,CAR,C,30,9/10/88,Thunder Bay,ON,CAN,CAN,76,220,2006,PIT,1,2,2
2018,Jordan Szwarz,BOS,R,27,5/14/91,Burlington,ON,CAN,CAN,71,200,2009,PHX,4,6,97
2018,Jordan Weal,PHI,C,26,4/15/92,North Vancouver,BC,CAN,CAN,70,179,2010,L.A,3,10,70
2018,Jordie Benn,MTL,D,31,7/26/87,Victoria,BC,CAN,CAN,74,199,-,-,-,-,-
2018,Jori Lehtera,PHI,C,31,12/23/87,Helsinki,,FIN,FIN,74,212,2008,STL,3,4,65
2018,Joseph Blandisi,ANA,C,24,7/18/94,Markham,ON,CAN,CAN,72,187,2012,COL,6,11,162
2018,Josh Anderson,CBJ,R,24,5/7/94,Burlington,ON,CAN,CAN,75,221,2012,CBJ,4,4,95
2018,Josh Archibald,"ARI, PIT",R,26,10/6/92,Regina,SK,CAN,CAN,70,176,2011,PIT,6,23,174
2018,Josh Bailey,NYI,R,29,10/2/89,Bowmanville,ON,CAN,CAN,73,212,2008,NYI,1,9,9
2018,Josh Gorges,BUF,D,34,8/14/84,Kelowna,BC,CAN,CAN,73,204,-,-,-,-,-
2018,Josh Jooris,"CAR, PIT",R,28,7/14/90,Burlington,ON,CAN,CAN,73,198,-,-,-,-,-
2018,Josh Leivo,TOR,L,25,5/26/93,Innisfil,ON,CAN,CAN,74,192,2011,TOR,3,25,86
2018,Josh Manson,ANA,D,27,10/7/91,Hinsdale,IL,USA,CAN,75,216,2011,ANA,6,9,160
2018,Josh Morrissey,WPG,D,23,3/28/95,Calgary,AB,CAN,CAN,72,195,2013,WPG,1,13,13
2018,Joshua Ho-Sang,NYI,R,23,1/22/96,Toronto,ON,CAN,CAN,72,173,2014,NYI,1,28,28
2018,Jujhar Khaira,EDM,L,24,8/13/94,Surrey,BC,CAN,CAN,76,212,2012,EDM,3,2,63
2018,Julius Honka,DAL,D,23,12/3/95,Jyväskylä,,FIN,FIN,71,180,2014,DAL,1,14,14
2018,Jussi Jokinen,"CBJ, EDM, L.A, VAN",L,35,4/1/83,Kalajoki,,FIN,FIN,72,191,2001,DAL,6,27,192
2018,Justin Abdelkader,DET,L,31,2/25/87,Muskegon,MI,USA,USA,74,214,2005,DET,2,12,42
2018,Justin Auger,L.A,R,24,5/14/94,Kitchener,ON,CAN,CAN,78,232,2013,L.A,4,12,103
2018,Justin Bailey,BUF,R,23,7/1/95,Buffalo,NY,USA,USA,76,214,2013,BUF,2,22,52
2018,Justin Braun,S.J,D,31,2/10/87,Minneapolis,MN,USA,USA,74,205,2007,S.J,7,20,201
2018,Justin Falk,BUF,D,30,10/11/88,Snowflake,MB,CAN,CAN,77,223,2007,MIN,4,19,110
2018,Justin Faulk,CAR,D,26,3/20/92,South St.Paul,MN,USA,USA,72,217,2010,CAR,2,7,37
2018,Justin Holl,TOR,D,27,1/30/92,Tonka Bay,MN,USA,USA,75,205,2010,CHI,2,24,54
2018,Justin Kloos,MIN,C,25,11/30/93,Lakeville,MN,USA,USA,69,175,-,-,-,-,-
2018,Justin Schultz,PIT,D,28,7/6/90,Kelowna,BC,CAN,CAN,74,193,2008,ANA,2,13,43
2018,Justin Williams,CAR,R,37,10/4/81,Cobourg,ON,CAN,CAN,73,184,2000,PHI,1,28,28
2018,Kailer Yamamoto,EDM,R,20,9/29/98,Spokane,WA,USA,USA,68,153,2017,EDM,1,22,22
2018,Kalle Kossila,ANA,"C, L",25,4/14/93,Kauniainen,,FIN,FIN,70,185,-,-,-,-,-
2018,Karl Alzner,MTL,D,30,9/24/88,Burnaby,BC,CAN,CAN,75,219,2007,WSH,1,5,5
2018,Kasperi Kapanen,TOR,R,22,7/23/96,Kuopio,,FIN,FIN,73,192,2014,PIT,1,22,22
2018,Keegan Lowe,EDM,D,25,3/29/93,Greenwich,CT,USA,USA,73,191,2011,CAR,3,12,73
2018,Keith Yandle,FLA,D,32,9/9/86,Boston,MA,USA,USA,73,191,2005,PHX,4,14,105
2018,Kenny Agostino,BOS,L,26,4/30/92,Morristown,NJ,USA,USA,72,199,2010,PIT,5,20,140
2018,Kerby Rychel,MTL,L,24,10/7/94,Torrance,CA,USA,CAN,73,213,2013,CBJ,1,19,19
2018,Kevan Miller,BOS,D,31,11/15/87,Los Angeles,CA,USA,USA,74,210,-,-,-,-,-
2018,Kevin Bieksa,ANA,D,37,6/16/81,Grimsby,ON,CAN,CAN,73,197,2001,VAN,5,20,151
2018,Kevin Connauton,ARI,D,28,2/23/90,Edmonton,AB,CAN,CAN,74,205,2009,VAN,3,22,83
2018,Kevin Fiala,NSH,L,22,7/22/96,St. Gallen,,CHE,CHE,70,193,2014,NSH,1,11,11
2018,Kevin Gravel,L.A,D,26,3/6/92,Kingsford,MI,USA,USA,76,211,2010,L.A,5,28,148
2018,Kevin Hayes,NYR,C,26,5/8/92,Dorchester,MA,USA,USA,77,216,2010,CHI,1,24,24
2018,Kevin Labanc,S.J,R,23,12/12/95,Brooklyn,NY,USA,USA,71,185,2014,S.J,6,21,171
2018,Kevin Rooney,N.J,C,25,5/21/93,Canton,MA,USA,USA,74,190,-,-,-,-,-
2018,Kevin Roy,ANA,L,25,5/20/93,Greenfield Park,QC,CAN,CAN,69,170,2012,ANA,4,6,97
2018,Kevin Shattenkirk,NYR,D,30,1/29/89,New Rochelle,NY,USA,USA,72,206,2007,COL,1,14,14
